,directory,image_path,mask_path,status
85,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TS_19970726/TCGA_DU_A5TS_19970726_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TS_19970726/TCGA_DU_A5TS_19970726_1_mask.tif,0
88,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_1_mask.tif,0
89,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_EZ_7264_20010816/TCGA_EZ_7264_20010816_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_EZ_7264_20010816/TCGA_EZ_7264_20010816_1_mask.tif,0
92,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TU_19980312/TCGA_DU_A5TU_19980312_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TU_19980312/TCGA_DU_A5TU_19980312_1_mask.tif,0
93,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_1_mask.tif,0
94,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_1_mask.tif,0
101,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7014_19860618/TCGA_DU_7014_19860618_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7014_19860618/TCGA_DU_7014_19860618_1_mask.tif,0
102,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8166_19970322/TCGA_DU_8166_19970322_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8166_19970322/TCGA_DU_8166_19970322_1_mask.tif,0
105,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7306_19930512/TCGA_DU_7306_19930512_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7306_19930512/TCGA_DU_7306_19930512_1_mask.tif,0
107,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_1_mask.tif,0
112,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6665_20010817/TCGA_CS_6665_20010817_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6665_20010817/TCGA_CS_6665_20010817_1_mask.tif,0
113,TCGA_DU_6400_19830518,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_A60K_20040224/TCGA_FG_A60K_20040224_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_A60K_20040224/TCGA_FG_A60K_20040224_1_mask.tif,0
114,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_1_mask.tif,0
116,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7856_19950831/TCGA_HT_7856_19950831_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7856_19950831/TCGA_HT_7856_19950831_1_mask.tif,0
118,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_1_mask.tif,0
119,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A5RC_19990831/TCGA_HT_A5RC_19990831_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A5RC_19990831/TCGA_HT_A5RC_19990831_1_mask.tif,0
120,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_1_mask.tif,0
121,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7692_19960724/TCGA_HT_7692_19960724_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7692_19960724/TCGA_HT_7692_19960724_1_mask.tif,0
126,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_1_mask.tif,0
127,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7608_19940304/TCGA_HT_7608_19940304_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7608_19940304/TCGA_HT_7608_19940304_1_mask.tif,0
130,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7877_19980917/TCGA_HT_7877_19980917_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7877_19980917/TCGA_HT_7877_19980917_1_mask.tif,0
131,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_1_mask.tif,0
132,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6290_20000917/TCGA_CS_6290_20000917_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6290_20000917/TCGA_CS_6290_20000917_1_mask.tif,0
135,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_1_mask.tif,0
137,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_1_mask.tif,0
139,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8107_19980708/TCGA_HT_8107_19980708_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8107_19980708/TCGA_HT_8107_19980708_1_mask.tif,0
140,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7690_19960312/TCGA_HT_7690_19960312_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7690_19960312/TCGA_HT_7690_19960312_1_mask.tif,0
141,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_1_mask.tif,0
145,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_1_mask.tif,0
147,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7602_19951103/TCGA_HT_7602_19951103_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7602_19951103/TCGA_HT_7602_19951103_1_mask.tif,0
148,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_1_mask.tif,0
150,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_1_mask.tif,0
151,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7686_19950629/TCGA_HT_7686_19950629_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7686_19950629/TCGA_HT_7686_19950629_1_mask.tif,0
152,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7475_19970918/TCGA_HT_7475_19970918_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7475_19970918/TCGA_HT_7475_19970918_1_mask.tif,0
158,TCGA_HT_8563_19981209,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8114_19981030/TCGA_HT_8114_19981030_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8114_19981030/TCGA_HT_8114_19981030_1_mask.tif,0
160,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_1_mask.tif,0
162,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A61B_19991127/TCGA_HT_A61B_19991127_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A61B_19991127/TCGA_HT_A61B_19991127_1_mask.tif,0
163,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7684_19950816/TCGA_HT_7684_19950816_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7684_19950816/TCGA_HT_7684_19950816_1_mask.tif,0
164,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5855_19951217/TCGA_DU_5855_19951217_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5855_19951217/TCGA_DU_5855_19951217_1_mask.tif,0
165,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_1_mask.tif,0
170,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7694_19950404/TCGA_HT_7694_19950404_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7694_19950404/TCGA_HT_7694_19950404_1_mask.tif,0
172,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7304_19930325/TCGA_DU_7304_19930325_1_mask.tif,0
173,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_1_mask.tif,0
174,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_1_mask.tif,0
177,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8167_19970402/TCGA_DU_8167_19970402_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8167_19970402/TCGA_DU_8167_19970402_1_mask.tif,0
179,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_1_mask.tif,0
183,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7605_19950916/TCGA_HT_7605_19950916_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7605_19950916/TCGA_HT_7605_19950916_1_mask.tif,0
186,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_7634_20000128/TCGA_FG_7634_20000128_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_7634_20000128/TCGA_FG_7634_20000128_1_mask.tif,0
187,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8113_19930809/TCGA_HT_8113_19930809_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8113_19930809/TCGA_HT_8113_19930809_1_mask.tif,0
189,TCGA_FG_6692_20020606,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_1.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_1_mask.tif,0
